common_name,scientific_name,order,family,genus,species,
threestriped lady beetle,Brumoides suturalis (Fabricius),Coleoptera,Coccinellidae,Brumoides,suturalis,
throat bot fly,Gasterophilus nasalis (Linnaeus),Diptera,Oestridae,Gasterophilus,nasalis,
thurberia weevil,Anthonomus grandis thurberiae Pierce,Coleoptera,Curculionidae,Anthonomus,grandis thurberiae,
tiger swallowtail,Papilio glaucus Linnaeus,Lepidoptera,Papilionidae,Papilio,glaucus,
tilehorned prionus,Prionus imbricornis (Linnaeus),Coleoptera,Cerambycidae,Prionus,imbricornis,
tipdwarf mite,Calepiterimerus thujae (Garman),Acari,Eriophyidae,Calepiterimerus,thujae,
toad bug,Gelastocoris oculatus (Fabricius),Hemiptera,Gelastocoridae,Gelastocoris,oculatus,
tobacco aphid,Myzus persicae ssp. nicotianae Blackman,Hemiptera,Aphididae,Myzus,persicae nicotianae,
tobacco budworm,Chloridea virescens (Fabricius),Lepidoptera,Noctuidae,Chloridea,virescens,
tobacco flea beetle,Epitrix hirtipennis (Melsheimer),Coleoptera,Chrysomelidae,Epitrix,hirtipennis,
tobacco hornworm,Manduca sexta (Linnaeus),Lepidoptera,Sphingidae,Manduca,sexta,
tobacco moth,Ephestia elutella (Hübner),Lepidoptera,Pyralidae,Ephestia,elutella,
tobacco stalk borer,Trichobaris mucorea (LeConte),Coleoptera,Curculionidae,Trichobaris,mucorea,
tobacco thrips,Frankliniella fusca (Hinds),Thysanoptera,Thripidae,Frankliniella,fusca,
tobacco wireworm,Conoderus vespertinus (Fabricius),Coleoptera,Elateridae,Conoderus,vespertinus,
tomato bug,Engytatus modestus (Distant),Hemiptera,Miridae,Engytatus,modestus,
tomato fruitworm*,Helicoverpa zea (Boddie),Lepidoptera,Noctuidae,Helicoverpa,zea,
tomato hornworm,Manduca quinquemaculata (Haworth),Lepidoptera,Sphingidae,Manduca,quinquemaculata,
tomato pinworm,Keiferia lycopersicella (Walsingham),Lepidoptera,Gelechiidae,Keiferia,lycopersicella,
tomato psyllid*,Bactericera cockerelli (Sulc),Hemiptera,Triozidae,Bactericera,cockerelli,
tomato russet mite,Aculops lycopersici (Massee),Acari,Eriophyidae,Aculops,lycopersici,
toothed flea beetle,Chaetocnema denticulata (Illiger),Coleoptera,Chrysomelidae,Chaetocnema,denticulata,
torpedo bug,Siphanta acuta (Walker),Hemiptera,Flatidae,Siphanta,acuta,
torsalo,"Dermatobia hominis (Linnaeus, Jr.)",Diptera,Oestridae,Dermatobia,hominis,
transparentwinged plant bug,Hyalopeplus pellucidus (Stål),Hemiptera,Miridae,Hyalopeplus,pellucidus,
transverse lady beetle,Coccinella transversoguttata richardsoni Brown,Coleoptera,Coccinellidae,Coccinella,transversoguttata richardsoni,
trefoil plant bug,Plagiognathus chrysanthemi (Wolff),Hemiptera,Miridae,Plagiognathus,chrysanthemi,
trefoil seed chalcid,Bruchophagus platypterus (Walker),Hymenoptera,Eurytomidae,Bruchophagus,platypterus,
tricolored bumble bee,Bombus ternarius (Say),Hymenoptera,Apidae,Bombus,ternarius,
tropical bed bug,Cimex hemipterus (Fabricius),Hemiptera,Cimicidae,Cimex,hemipterus,
tropical fire ant,Solenopsis geminata (Fabricius),Hymenoptera,Formicidae,Solenopsis,geminata,
tropical fowl mite,Ornithonyssus bursa (Berlese),Acari,Macronyssidae,Ornithonyssus,bursa,
tropical horse tick,Anocentor nitens (Neumann),Acari,Ixodidae,Anocentor,nitens,
tropical nut borer,Hypothenemus obscurus (F.),Coleoptera,Curculionidae,Hypothenemus,obscurus,
tropical rat louse,Hoplopleura pacifica Ewing,Phthiraptera,Hoplopleuridae,Hoplopleura,pacifica,
tropical rat mite,Ornithonyssus bacoti (Hirst),Acari,Macronyssidae,Ornithonyssus,bacoti,
tropical sod webworm,Herpetogramma phaeopteralis Guenée,Lepidoptera,Crambidae,Herpetogramma,phaeopteralis,
tropical soda apple leaf beetle,Gratiana boliviana Spaeth,Coleoptera,Chrysomelidae,Gratiana,boliviana,
tuber flea beetle,Epitrix tuberis Gentner,Coleoptera,Chrysomelidae,Epitrix,tuberis,
tufted apple bud moth,Platynota idaeusalis (Walker),Lepidoptera,Tortricidae,Platynota,idaeusalis,
tule beetle,Tanystoma maculicolle (Dejean),Coleoptera,Carabidae,Tanystoma,maculicolle,
tulip bulb aphid,Dysaphis tulipae (Boyer de Fonscolombe),Hemiptera,Aphididae,Dysaphis,tulipae,
tuliptree aphid,Illinoia liriodendri (Monell),Hemiptera,Aphididae,Illinoia,liriodendri,
tuliptree scale,Toumeyella liriodendri (Gmelin),Hemiptera,Coccidae,Toumeyella,liriodendri,
tumid spider mite,Tetranychus tumidus Banks,Acari,Tetranychidae,Tetranychus,tumidus,
tupelo leafminer,Antispila nysaefoliella Clemens,Lepidoptera,Heliozelidae,Antispila,nysaefoliella,
Turkestan cockroach,Blatta lateralis (Walker),Blattodea,Blattidae,Blatta,lateralis,
turkey chigger,Neoschoengastia americana (Hirst),Acari,Trombiculidae,Neoschoengastia,americana,
turkey gnat,Simulium meridionale Riley,Diptera,Simuliidae,Simulium,meridionale,
turnip aphid,Lipaphis pseudobrassicae (Davis),Hemiptera,Aphididae,Lipaphis,pseudobrassicae,
turnip maggot,Delia floralis (Fallén),Diptera,Anthomyiidae,Delia,floralis,
turpentine borer,Buprestis apricans Herbst,Coleoptera,Buprestidae,Buprestis,apricans,
twicestabbed lady beetle,Chilocorus stigma (Say),Coleoptera,Coccinellidae,Chilocorus,stigma,
twig girdler,Oncideres cingulata (Say),Coleoptera,Cerambycidae,Oncideres,cingulata,
twig pruner,Anelaphus villosus (Fabricius),Coleoptera,Cerambycidae,Anelaphus,villosus,
twinspotted budworm,Hedya chionosema (Zeller),Lepidoptera,Tortricidae,Hedya,chionosema,
twobanded fungus beetle,Alphitophagus bifasciatus (Say),Coleoptera,Tenebrionidae,Alphitophagus,bifasciatus,
twobanded Japanese weevil,Callirhopalus bifasciatus (Roelofs),Coleoptera,Curculionidae,Callirhopalus,bifasciatus,
twolined chestnut borer,Agrilus bilineatus (Weber),Coleoptera,Buprestidae,Agrilus,bilineatus,
twolined spittlebug,Prosapia bicincta (Say),Hemiptera,Cercopidae,Prosapia,bicincta,
twomarked treehopper,Enchenopa binotata (Say),Hemiptera,Membracidae,Enchenopa,binotata,
twospotted bumble bee,Bombus bimaculatus (Cresson),Hymenoptera,Apidae,Bombus,bimaculatus,
two-spotted cricket,Gryllus bimaculatus DeGeer,Orthoptera,Gryllidae,Gryllus,bimaculatus,
two-tailed swallowtail,Papilio multicaudata Kirby,Lepidoptera,Papilionidae,Papilio,multicaudata,
twospotted grass bug,Stenotus binotatus (Fabricius),Hemiptera,Miridae,Stenotus,binotatus,
twospotted lady beetle,Adalia bipunctata (Linnaeus),Coleoptera,Coccinellidae,Adalia,bipunctata,
twospotted spider mite,Tetranychus urticae Koch,Acari,Tetranychidae,Tetranychus,urticae,
twospotted stink bug,Perillus bioculatus (Fabricius),Hemiptera,Pentatomidae,Perillus,bioculatus,
twostriped grasshopper,Melanoplus bivittatus (Say),Orthoptera,Acrididae,Melanoplus,bivittatus,
twostriped walkingstick,Anisomorpha buprestoides (Stoll),Phasmatodea,Pseudophasmatidae,Anisomorpha,buprestoides,
uglynest caterpillar,Archips cerasivorana (Fitch),Lepidoptera,Tortricidae,Archips,cerasivorana,
unicorn caterpillar,Schizura unicornis (J.E. Smith),Lepidoptera,Notodontidae,Schizura,unicornis,
vagabond crambus,Agriphila vulgivagella (Clemens),Lepidoptera,Crambidae,Agriphila,vulgivagella,
vagrant grasshopper,Schistocerca nitens nitens (Thunberg),Orthoptera,Acrididae,Schistocerca,nitens nitens,
Valley elderberry longhorn beetle,Desmocerus californicus dimorphus Fisher,Coleoptera,Cerambycidae,Desmocerus,californicus dimorphus,
Van Duzee treehopper,Vanduzea segmentata (Fowler),Hemiptera,Membracidae,Vanduzea,segmentata,
van Dyke bumble bee,Bombus vandykei Frison,Hymenoptera,Apidae,Bombus,vandykei,
vanda thrips,Dichromothrips corbetti (Priesner),Thysanoptera,Thripidae,Dichromothrips,corbetti,
variable cuckoo bumble bee,Bombus variabilis (Cresson),Hymenoptera,Apidae,Bombus,variabilis,
variable oakleaf caterpillar,Lochmaeus manteo (Doubleday),Lepidoptera,Notodontidae,Lochmaeus,manteo,
varied carpet beetle,Anthrenus verbasci (Linnaeus),Coleoptera,Dermestidae,Anthrenus,verbasci,
variegated cutworm,Peridroma saucia (Hübner),Lepidoptera,Noctuidae,Peridroma,saucia,
vedalia,Rodolia cardinalis (Mulsant),Coleoptera,Coccinellidae,Rodolia,cardinalis,
vegetable leafminer,Liriomyza sativae Blanchard,Diptera,Agromyzidae,Liriomyza,sativae,
vegetable weevil,Listroderes difficilis Germar,Coleoptera,Curculionidae,Listroderes,difficilis,
velvetbean caterpillar,Anticarsia gemmatalis Hübner,Lepidoptera,Erebidae,Anticarsia,gemmatalis,
verbena bud moth,Endothenia hebesana (Walker),Lepidoptera,Tortricidae,Endothenia,hebesana,
verde plant bug,Creontiades signatus Distant,Hemiptera,Miridae,Creontiades,signatus,
vespiform thrips,Franklinothrips vespiformis (D.L. Crawford),Thysanoptera,Aeolothripidae,Franklinothrips,vespiformis,
vetch bruchid,Bruchus brachialis (Förster),Coleoptera,Chrysomelidae,Bruchus,brachialis,
vexans mosquito,Aedes vexans (Meigen),Diptera,Culicidae,Aedes,vexans,
viburnum aphid,Aphis viburniphila Patch,Hemiptera,Aphididae,Aphis,viburniphila,
viburnum leaf beetle,Pyrrhalta viburni (Paykull),Coleoptera,Chrysomelidae,Pyrrhalta,viburni,
viceroy,Limenitis archippus (Cramer),Lepidoptera,Nymphalidae,Limenitis,archippus,
violet aphid,Neotoxoptera violae (Pergande),Hemiptera,Aphididae,Neotoxoptera,violae,
violet sawfly,Ametastegia pallipes (Spinola),Hymenoptera,Tenthredinidae,Ametastegia,pallipes,
Virginia creeper leafhopper,Erythroneura ziczac Walsh,Hemiptera,Cicadellidae,Erythroneura,ziczac,
Virginia creeper sphinx,Darapsa myron (Cramer),Lepidoptera,Sphingidae,Darapsa,myron,
Virginia pine sawfly,Neodiprion pratti pratti Stoetzel,Hymenoptera,Diprionidae,Neodiprion,pratti pratti,
Vosnesensky bumble bee,Bombus vosnesenskii Radoszkowski,Hymenoptera,Apidae,Bombus,vosnesenskii,
walnut aphid,Chromaphis juglandicola (Kaltenbach),Hemiptera,Aphididae,Chromaphis,juglandicola,
walnut blister mite,Aceria erinea (Nalepa),Acari,Eriophyidae,Aceria,erinea,
walnut caterpillar,Datana integerrima Grote & Robinson,Lepidoptera,Notodontidae,Datana,integerrima,
walnut husk fly,Rhagoletis completa Cresson,Diptera,Tephritidae,Rhagoletis,completa,
walnut scale,Diaspidiotus juglansregiae (Comstock),Hemiptera,Diaspididae,Diaspidiotus,juglansregiae,
walnut shoot moth,Acrobasis demotella Grote,Lepidoptera,Pyralidae,Acrobasis,demotella,
walnut sphinx,Laothoe juglandis (J.E. Smith),Lepidoptera,Sphingidae,Laothoe,juglandis,
walnut twig beetle,Pityophthorus juglandis (Blackman),Coleoptera,Curculionidae,Pityophthorus,juglandis,
wardrobe beetle,Attagenus fasciatus (Thunberg),Coleoptera,Dermestidae,Attagenus,fasciatus,
warehouse beetle,Trogoderma variabile Ballion,Coleoptera,Dermestidae,Trogoderma,variabile,
warehouse pirate bug,Xylocoris flavipes (Reuter),Hemiptera,Anthocoridae,Xylocoris,flavipes,
Warren root collar weevil,Hylobius warreni Wood,Coleoptera,Curculionidae,Hylobius,warreni,
warty grain mite,Aeroglyphus robustus (Banks),Acari,Glycyphagidae,Aeroglyphus,robustus,
watercress leaf beetle,Phaedon laevigatus (Duftschmid),Coleoptera,Chrysomelidae,Phaedon,laevigatus,
watercress sharpshooter,Draeculacephala mollipes (Say),Hemiptera,Cicadellidae,Draeculacephala,mollipes,
watercress sowbug,Lirceus brachyurus (Harger),Isopoda,Asellidae,Lirceus,brachyurus,
waterlily aphid,Rhopalosiphum nymphaeae (Linnaeus),Hemiptera,Aphididae,Rhopalosiphum,nymphaeae,
waterlily leaf beetle,Galerucella nymphaeae (Linnaeus),Coleoptera,Chrysomelidae,Galerucella,nymphaeae,
waterlily leafcutter,Synclita obliteralis (Walker),Lepidoptera,Crambidae,Synclita,obliteralis,
webbing clothes moth,Tineola bisselliella (Hummel),Lepidoptera,Tineidae,Tineola,bisselliella,
webbing coneworm,Dioryctria disclusa Heinrich,Lepidoptera,Pyralidae,Dioryctria,disclusa,
wekiu bug,Nysius wekiuicola Ashlock & Gange,Hemiptera,Lygaeidae,Nysius,wekiuicola,
West Indian cane weevil,Metamasius hemipterus hemipterus (Linnaeus),Coleoptera,Curculionidae,Metamasius,hemipterus hemipterus,
West Indian drywood termite,Cryptotermes brevis (Walker),Blattodea,Kalotermitidae,Cryptotermes,brevis,
West Indian flatid,Melormenis basalis (Walker),Hemiptera,Flatidae,Melormenis,basalis,
West Indian fruit fly,Anastrepha obliqua (Macquart),Diptera,Tephritidae,Anastrepha,obliqua,
West Indian sweetpotato weevil,Euscepes postfaciatus (Fairmaire),Coleoptera,Curculionidae,Euscepes,postfaciatus,
western ash bark beetle,Hylesinus californicus (Swaine),Coleoptera,Curculionidae,Hylesinus,californicus,
western balsam bark beetle,Dryocoetes confusus Swaine,Coleoptera,Curculionidae,Dryocoetes,confusus,
western bat bug,Cimex pilosellus (Hovarth),Hemiptera,Cimicidae,Cimex,pilosellus,
western bean cutworm,Striacosta albicosta (Smith),Lepidoptera,Noctuidae,Striacosta,albicosta,
western bigeyed bug,Geocoris pallens Stål,Hemiptera,Geocoridae,Geocoris,pallens,
western black flea beetle,Phyllotreta pusilla Horn,Coleoptera,Chrysomelidae,Phyllotreta,pusilla,
western black widow spider,Latrodectus hesperus Chamberlin & Ivie,Araneae,Theridiidae,Latrodectus,hesperus,
western blackheaded budworm,Acleris gloverana (Walsingham),Lepidoptera,Tortricidae,Acleris,gloverana,
western blacklegged tick,Ixodes pacificus Cooley & Kohls,Acari,Ixodidae,Ixodes,pacificus,
western bloodsucking conenose,Triatoma protracta (Uhler),Hemiptera,Reduviidae,Triatoma,protracta,
western boxelder bug,Boisea rubrolineata (Barber),Hemiptera,Rhopalidae,Boisea,rubrolineata,
western cedar bark beetle,Phloeosinus punctatus LeConte,Coleoptera,Curculionidae,Phloeosinus,punctatus,
western cedar borer,Trachykele blondeli Marseul,Coleoptera,Buprestidae,Trachykele,blondeli,
western cherry fruit fly,Rhagoletis indifferens Curran,Diptera,Tephritidae,Rhagoletis,indifferens,
western chicken flea,Ceratophyllus niger (Fox),Siphonaptera,Ceratophyllidae,Ceratophyllus,niger,
western chinch bug,Blissus occiduus Barber,Hemiptera,Blissidae,Blissus,occiduus,
western cicada killer,Sphecius grandis (Say),Hymenoptera,Crabronidae,Sphecius,grandis,
western conifer-seed bug,Leptoglossus occidentalis Heidemann,Hemiptera,Coreidae,Leptoglossus,occidentalis,
western corn rootworm,Diabrotica virgifera virgifera LeConte,Coleoptera,Chrysomelidae,Diabrotica,virgifera virgifera,
western damsel bug,Nabis alternatus Parshley,Hemiptera,Nabidae,Nabis,alternatus,
western dobsonfly,Corydalus texanus Banks,Megaloptera,Corydalidae,Corydalus,texanus,
western drywood termite,Incisitermes minor (Hagen),Blattodea,Kalotermitidae,Incisitermes,minor,
western field wireworm,Limonius infuscatus Motschulsky,Coleoptera,Elateridae,Limonius,infuscatus,
western flower thrips,Frankliniella occidentalis (Pergande),Thysanoptera,Thripidae,Frankliniella,occidentalis,
western grape leafhopper,Erythroneura elegantula Osborn,Hemiptera,Cicadellidae,Erythroneura,elegantula,
western grape rootworm,Bromius obscurus (Linnaeus),Coleoptera,Chrysomelidae,Bromius,obscurus,
western grapeleaf skeletonizer,Harrisina metallica Stretch,Lepidoptera,Zygaenidae,Harrisina,metallica,
western harvester ant,Pogonomyrmex occidentalis (Cresson),Hymenoptera,Formicidae,Pogonomyrmex,occidentalis,
western hemlock looper,Lambdina fiscellaria lugubrosa (Hulst),Lepidoptera,Geometridae,Lambdina,fiscellaria lugubrosa,
western lawn moth,Tehama bonifatella (Hulst),Lepidoptera,Crambidae,Tehama,bonifatella,
western lily aphid,Ericaphis scoliopi (Essig),Hemiptera,Aphididae,Ericaphis,scoliopi,
western oak looper,Lambdina fiscellaria somniaria (Hulst),Lepidoptera,Geometridae,Lambdina,fiscellaria somniaria,
western pine beetle,Dendroctonus brevicomis LeConte,Coleoptera,Curculionidae,Dendroctonus,brevicomis,
western pine budworm,Choristoneura lambertiana (Busck),Lepidoptera,Tortricidae,Choristoneura,lambertiana,
western pine cone beetle,Conophthorus ponderosae Hopkins,Coleoptera,Curculionidae,Conophthorus,ponderosae,
western pine shoot borer,Eucosma sonomana Kearfott,Lepidoptera,Tortricidae,Eucosma,sonomana,
western pine tip moth,Rhyacionia bushnelli (Busck),Lepidoptera,Tortricidae,Rhyacionia,bushnelli,
western pine tussock moth,Dasychira grisefacta (Dyar),Lepidoptera,Erebidae,Dasychira,grisefacta,
western plant bug,Rhinacloa forticornis Reuter,Hemiptera,Miridae,Rhinacloa,forticornis,
western poplar clearwing,Paranthrene robiniae (Hy. Edwards),Lepidoptera,Sesiidae,Paranthrene,robiniae,
western potato flea beetle,Epitrix subcrinita LeConte,Coleoptera,Chrysomelidae,Epitrix,subcrinita,
western potato leafhopper,Empoasca abrupta DeLong,Hemiptera,Cicadellidae,Empoasca,abrupta,
western predatory mite,Galendromus occidentalis (Nesbitt),Acari,Phytoseiidae,Galendromus,occidentalis,
western pygmy blue,Brephidium exilis (Boisduval),Lepidoptera,Lycaenidae,Brephidium,exilis,
western spotted cucumber beetle,Diabrotica undecimpunctata undecimpunctata Mannerheim,Coleoptera,Chrysomelidae,Diabrotica,undecimpunctata undecimpunctata,
western spruce budworm,Choristoneura freemani Razowski,Lepidoptera,Tortricidae,Choristoneura,freemani,
western striped cucumber beetle,Acalymma trivittatum (Mannerheim),Coleoptera,Chrysomelidae,Acalymma,trivittatum,
western striped flea beetle,Phyllotreta ramosa (Crotch),Coleoptera,Chrysomelidae,Phyllotreta,ramosa,
western subterranean termite,Reticulitermes hesperus Banks,Blattodea,Rhinotermitidae,Reticulitermes,hesperus,
western tarnished plant bug,Lygus hesperus Knight,Hemiptera,Miridae,Lygus,hesperus,
western tent caterpillar,Malacosoma californicum (Packard),Lepidoptera,Lasiocampidae,Malacosoma,californicum,
western tiger swallowtail,Papilio rutulus Lucas,Lepidoptera,Papilionidae,Papilio,rutulus,
western thatching ant,Formica obscuripes Forel,Hymenoptera,Formicidae,Formica,obscuripes,
western treehole mosquito,Aedes sierrensis (Ludlow),Diptera,Culicidae,Aedes,sierrensis,
western tussock moth,Orgyia vetusta Boisduval,Lepidoptera,Erebidae,Orgyia,vetusta,
western wheat aphid,Diuraphis tritici (Gillette),Hemiptera,Aphididae,Diuraphis,tritici,
western w-marked cutworm,Spaelotis bicava LaFontaine,Lepidoptera,Noctuidae,Spaelotis,bicava,
western yellowjacket,Vespula pensylvanica (Saussure),Hymenoptera,Vespidae,Vespula,pensylvanica,
western yellowstriped armyworm,Spodoptera praefica (Grote),Lepidoptera,Noctuidae,Spodoptera,praefica,
wharf borer,Nacerdes melanura (Linnaeus),Coleoptera,Oedemeridae,Nacerdes,melanura,
wheat curl mite,Aceria tosichella Keifer,Acari,Eriophyidae,Aceria,tosichella,
wheat head armyworm,Dargida diffusa (Walker),Lepidoptera,Noctuidae,Dargida,diffusa,
wheat jointworm,Tetramesa tritici (Fitch),Hymenoptera,Eurytomidae,Tetramesa,tritici,
wheat midge,Sitodiplosis mosellana (Géhin),Diptera,Cecidomyiidae,Sitodiplosis,mosellana,
wheat stem maggot,Meromyza americana Fitch,Diptera,Chloropidae,Meromyza,americana,
wheat stem sawfly,Cephus cinctus Norton,Hymenoptera,Cephidae,Cephus,cinctus,
wheat strawworm,Tetramesa grandis (Riley),Hymenoptera,Eurytomidae,Tetramesa,grandis,
wheat wireworm,Agriotes mancus (Say),Coleoptera,Elateridae,Agriotes,mancus,
wheel bug,Arilus cristatus (Linnaeus),Hemiptera,Reduviidae,Arilus,cristatus,
white apple leafhopper,Typhlocyba pomaria McAtee,Hemiptera,Cicadellidae,Typhlocyba,pomaria,
white cutworm,Euxoa scandens (Riley),Lepidoptera,Noctuidae,Euxoa,scandens,
white fir needleminer,Epinotia meritana Heinrich,Lepidoptera,Tortricidae,Epinotia,meritana,
white garden snail,Theba pisana (Müller),Stylommatophora,Helicidae,Theba,pisana,
white oak borer,Goes tigrinus (De Geer),Coleoptera,Cerambycidae,Goes,tigrinus,
white peach scale,Pseudaulacaspis pentagona (Targioni-Tozzetti),Hemiptera,Diaspididae,Pseudaulacaspis,pentagona,
white pine aphid,Cinara strobi (Fitch),Hemiptera,Aphididae,Cinara,strobi,
white pine cone beetle,Conophthorus coniperda (Schwarz),Coleoptera,Curculionidae,Conophthorus,coniperda,
white pine cone borer,Eucosma tocullionana Heinrich,Lepidoptera,Tortricidae,Eucosma,tocullionana,
white pine sawfly,Neodiprion pinetum (Norton),Hymenoptera,Diprionidae,Neodiprion,pinetum,
white pine weevil*,Pissodes strobi (Peck),Coleoptera,Curculionidae,Pissodes,strobi,
whitebacked garden spider,Argiope trifasciata (Forskal),Araneae,Araneidae,Argiope,trifasciata,
whitebanded elm leafhopper,Scaphoideus luteolus Van Duzee,Hemiptera,Cicadellidae,Scaphoideus,luteolus,
whitecrossed seed bug,Neacoryphus bicrucis (Say),Hemiptera,Lygaeidae,Neacoryphus,bicrucis,
